DATE,TIME,BOROUGH,ZIP CODE,LATITUDE,LONGITUDE,LOCATION,ON STREET NAME,CROSS STREET NAME,OFF STREET NAME,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,CONTRIBUTING FACTOR VEHICLE 1,CONTRIBUTING FACTOR VEHICLE 2,CONTRIBUTING FACTOR VEHICLE 3,CONTRIBUTING FACTOR VEHICLE 4,CONTRIBUTING FACTOR VEHICLE 5,UNIQUE KEY,VEHICLE TYPE CODE 1,VEHICLE TYPE CODE 2,VEHICLE TYPE CODE 3,VEHICLE TYPE CODE 4,VEHICLE TYPE CODE 5
06/23/2015,23:16,MANHATTAN,10026,40.8000896,-73.9510952,"(40.8000896, -73.9510952)",WEST 113 STREET,LENOX AVENUE,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3245708,BICYCLE,PASSENGER VEHICLE,,,
06/23/2015,17:53,MANHATTAN,10002,40.7222418,-73.9862873,"(40.7222418, -73.9862873)",ESSEX STREET,EAST HOUSTON STREET,,1,0,0,0,1,0,0,0,Prescription Medication,Prescription Medication,,,,3245620,PASSENGER VEHICLE,BICYCLE,,,
06/23/2015,16:55,MANHATTAN,10036,40.7627496,-73.9969136,"(40.7627496, -73.9969136)",WEST 45 STREET,11 AVENUE,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3245673,VAN,BICYCLE,,,
06/23/2015,16:20,MANHATTAN,10013,40.7176779,-74.0057791,"(40.7176779, -74.0057791)",CHURCH STREET,LEONARD STREET,,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3244629,BICYCLE,UNKNOWN,,,
06/23/2015,15:50,MANHATTAN,10034,40.8644625,-73.9189434,"(40.8644625, -73.9189434)",WEST 207 STREET,10 AVENUE,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3246988,SPORT UTILITY / STATION WAGON,BICYCLE,,,
06/23/2015,14:00,MANHATTAN,10016,40.748302,-73.9783384,"(40.748302, -73.9783384)",LEXINGTON AVENUE,EAST 37 STREET,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Other Vehicular,,,,3244702,TAXI,BICYCLE,,,
06/23/2015,12:30,MANHATTAN,10022,40.7615508,-73.9665842,"(40.7615508, -73.9665842)",EAST 59 STREET,3 AVENUE,,1,0,0,0,1,0,0,0,Lost Consciousness,Other Vehicular,,,,3244703,PASSENGER VEHICLE,BICYCLE,,,
06/24/2015,21:12,MANHATTAN,10002,40.7177239,-73.9857652,"(40.7177239, -73.9857652)",DELANCEY STREET,CLINTON STREET,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3246160,PASSENGER VEHICLE,BICYCLE,,,
06/24/2015,18:37,MANHATTAN,10013,40.7233076,-74.00298,"(40.7233076, -74.00298)",WEST BROADWAY,BROOME STREET,,1,0,0,0,1,0,0,0,Lost Consciousness,,,,,3245601,SPORT UTILITY / STATION WAGON,,,,
06/24/2015,18:15,MANHATTAN,10010,40.7429104,-73.9928041,"(40.7429104, -73.9928041)",6 AVENUE,WEST 23 STREET,,1,0,0,0,1,0,0,0,Illness,Unspecified,,,,3246184,TAXI,BICYCLE,,,
06/24/2015,12:15,MANHATTAN,10022,40.756133,-73.9676048,"(40.756133, -73.9676048)",EAST 52 STREET,2 AVENUE,,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3245667,TAXI,BICYCLE,,,
06/24/2015,12:15,MANHATTAN,10022,40.756133,-73.9676048,"(40.756133, -73.9676048)",EAST 52 STREET,2 AVENUE,,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Other Vehicular,,,,3245663,TAXI,BICYCLE,,,
06/25/2015,8:00,MANHATTAN,10031,40.8188024,-73.9560203,"(40.8188024, -73.9560203)",WEST 133 STREET,BROADWAY,,1,0,0,0,1,0,0,0,Physical Disability,Unspecified,,,,3246301,SPORT UTILITY / STATION WAGON,BICYCLE,,,
06/25/2015,20:23,MANHATTAN,10128,40.778486,-73.9452545,"(40.778486, -73.9452545)",YORK AVENUE,EAST 90 STREET,,1,0,0,0,1,0,0,0,Unspecified,,,,,3246937,PASSENGER VEHICLE,BICYCLE,,,
06/25/2015,19:00,MANHATTAN,10038,40.7101767,-74.0011362,"(40.7101767, -74.0011362)",PEARL STREET,ROBERT F WAGNER PLACE,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3246866,PASSENGER VEHICLE,BICYCLE,,,
06/25/2015,18:40,MANHATTAN,10119,40.7605247,-73.9799732,"(40.7605247, -73.9799732)",WEST 51 STREET,6 AVENUE,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,Unspecified,,,3246923,PASSENGER VEHICLE,PEDICAB,VAN,,
06/25/2015,0:30,MANHATTAN,10025,40.8054526,-73.9657639,"(40.8054526, -73.9657639)",BROADWAY,WEST 112 STREET,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3247558,TAXI,BICYCLE,,,
06/26/2015,9:40,MANHATTAN,10032,40.8322401,-73.9425001,"(40.8322401, -73.9425001)",WEST 156 STREET,AMSTERDAM AVENUE,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3248163,PASSENGER VEHICLE,BICYCLE,,,
06/26/2015,23:47,MANHATTAN,10025,40.796111,-73.9614419,"(40.796111, -73.9614419)",WEST 103 STREET,CENTRAL PARK WEST,,1,0,0,0,1,0,0,0,Passenger Distraction,Unspecified,Unspecified,,,3247541,PASSENGER VEHICLE,BICYCLE,SPORT UTILITY / STATION WAGON,,
06/26/2015,20:00,MANHATTAN,10075,40.7723438,-73.9526861,"(40.7723438, -73.9526861)",EAST 79 STREET,1 AVENUE,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3247525,TAXI,BICYCLE,,,
06/26/2015,17:26,MANHATTAN,10030,40.8184647,-73.9432851,"(40.8184647, -73.9432851)",,,231 WEST 139 STREET,1,0,0,0,1,0,0,0,Outside Car Distraction,Unspecified,,,,3247567,PASSENGER VEHICLE,BICYCLE,,,
06/26/2015,16:10,MANHATTAN,10035,40.7993,-73.9411271,"(40.7993, -73.9411271)",EAST 117 STREET,LEXINGTON AVENUE,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3246973,PASSENGER VEHICLE,BICYCLE,,,
06/27/2015,6:00,MANHATTAN,10025,40.7923625,-73.9641744,"(40.7923625, -73.9641744)",CENTRAL PARK WEST,WEST 97 STREET,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3247544,LIVERY VEHICLE,BICYCLE,,,
06/27/2015,16:10,MANHATTAN,10017,40.7501114,-73.968907,"(40.7501114, -73.968907)",EAST 44 STREET,1 AVENUE,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3247507,PASSENGER VEHICLE,BICYCLE,,,
06/27/2015,13:10,MANHATTAN,10031,40.8290217,-73.9448371,"(40.8290217, -73.9448371)",AMSTERDAM AVENUE,WEST 151 STREET,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,Unspecified,,,3247564,PASSENGER VEHICLE,UNKNOWN,BICYCLE,,
06/28/2015,9:45,MANHATTAN,10019,40.7678891,-73.9815125,"(40.7678891, -73.9815125)",WEST 59 STREET,COLUMBUS CIRCLE,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3248129,TAXI,BICYCLE,,,
06/28/2015,0:56,MANHATTAN,10026,40.8012875,-73.9539333,"(40.8012875, -73.9539333)",WEST 113 STREET,7 AVENUE,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3248832,UNKNOWN,BICYCLE,,,
06/29/2015,22:30,MANHATTAN,10009,40.732593,-73.9744105,"(40.732593, -73.9744105)",EAST 20 STREET,AVENUE C,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3249426,PASSENGER VEHICLE,BICYCLE,,,
06/29/2015,20:00,MANHATTAN,10016,40.7440655,-73.987748,"(40.7440655, -73.987748)",5 AVENUE,WEST 27 STREET,,1,0,0,0,1,0,0,0,Passenger Distraction,Unspecified,,,,3248734,TAXI,BICYCLE,,,
06/29/2015,18:35,MANHATTAN,10003,40.7278664,-73.9931449,"(40.7278664, -73.9931449)",LAFAYETTE STREET,EAST 4 STREET,,1,0,0,0,1,0,0,0,Traffic Control Disregarded,Driver Inattention/Distraction,,,,3249395,BUS,BICYCLE,,,
06/29/2015,17:10,MANHATTAN,10027,40.8163191,-73.9578319,"(40.8163191, -73.9578319)",WEST 126 STREET,BROADWAY,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3248825,SPORT UTILITY / STATION WAGON,BICYCLE,,,
06/29/2015,13:20,MANHATTAN,10019,40.7611476,-73.9795146,"(40.7611476, -73.9795146)",AVENUE OF AMERICAS,WEST 52 STREET,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3248774,PASSENGER VEHICLE,BICYCLE,,,
07/01/2015,9:15,MANHATTAN,10037,40.8146733,-73.9362111,"(40.8146733, -73.9362111)",5 AVENUE,EAST 138 STREET,,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Driver Inattention/Distraction,,,,3250875,PASSENGER VEHICLE,BICYCLE,,,
07/01/2015,23:07,MANHATTAN,10025,40.8018007,-73.9610774,"(40.8018007, -73.9610774)",WEST 110 STREET,MORNINGSIDE DRIVE,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3250883,PASSENGER VEHICLE,BICYCLE,,,
07/01/2015,19:14,MANHATTAN,10039,40.8276577,-73.9396892,"(40.8276577, -73.9396892)",WEST 152 STREET,BRADHURST AVENUE,,1,0,0,0,1,0,0,0,Other Vehicular,Other Vehicular,,,,3250890,PASSENGER VEHICLE,BICYCLE,,,
07/01/2015,18:52,MANHATTAN,10031,40.8183941,-73.9508794,"(40.8183941, -73.9508794)",WEST 135 STREET,CONVENT AVENUE,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3250881,VAN,BICYCLE,,,
07/01/2015,18:30,MANHATTAN,10034,40.8636899,-73.9170643,"(40.8636899, -73.9170643)",WEST 207 STREET,9 AVENUE,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3252798,PASSENGER VEHICLE,BICYCLE,,,
07/01/2015,16:30,MANHATTAN,10002,40.7229337,-73.9886394,"(40.7229337, -73.9886394)",EAST HOUSTON STREET,ALLEN STREET,,1,0,0,0,1,0,0,0,Oversized Vehicle,Passenger Distraction,,,,3250765,SMALL COM VEH(4 TIRES),BICYCLE,,,
07/02/2015,7:20,MANHATTAN,10014,40.7291123,-74.0106725,"(40.7291123, -74.0106725)",WEST STREET,WEST HOUSTON STREET,,1,0,0,0,1,0,0,0,Passenger Distraction,Unspecified,,,,3250773,PASSENGER VEHICLE,BICYCLE,,,
05/15/2015,12:50,MANHATTAN,10022,40.760229,-73.9615205,"(40.760229, -73.9615205)",1 AVENUE,EAST 60 STREET,,1,0,0,0,1,0,0,0,Other Vehicular,Passenger Distraction,,,,3221014,SMALL COM VEH(4 TIRES),BICYCLE,,,
05/15/2015,12:45,MANHATTAN,10003,40.7295792,-73.9932602,"(40.7295792, -73.9932602)",BROADWAY,WAVERLY PLACE,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3220935,VAN,BICYCLE,,,
05/16/2015,23:15,MANHATTAN,10031,40.8277283,-73.9495067,"(40.8277283, -73.9495067)",WEST 147 STREET,BROADWAY,,1,0,0,0,1,0,0,0,Fatigued/Drowsy,Unspecified,,,,3221621,PASSENGER VEHICLE,BICYCLE,,,
05/16/2015,1:10,MANHATTAN,10016,40.7440912,-73.9763477,"(40.7440912, -73.9763477)",EAST 33 STREET,2 AVENUE,,1,0,0,0,1,0,0,0,Pavement Slippery,Other Vehicular,,,,3222238,PICK-UP TRUCK,BICYCLE,,,
05/17/2015,23:03,MANHATTAN,10010,40.7429104,-73.9928041,"(40.7429104, -73.9928041)",6 AVENUE,WEST 23 STREET,,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3221561,PASSENGER VEHICLE,BICYCLE,,,
05/17/2015,21:53,MANHATTAN,10021,40.7717376,-73.961243,"(40.7717376, -73.961243)",LEXINGTON AVENUE,EAST 74 STREET,,1,0,0,0,1,0,0,0,Unspecified,,,,,3222828,TAXI,,,,
07/02/2015,6:30,MANHATTAN,10017,40.749824,-73.9722023,"(40.749824, -73.9722023)",EAST 42 STREET,2 AVENUE,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3250844,TAXI,BICYCLE,,,
07/02/2015,11:19,MANHATTAN,10016,40.7437832,-73.9735076,"(40.7437832, -73.9735076)",EAST 34 STREET,1 AVENUE,,1,0,0,0,1,0,0,0,Other Vehicular,Other Vehicular,,,,3250840,TAXI,BICYCLE,,,
07/03/2015,20:40,MANHATTAN,10033,40.8516971,-73.9319935,"(40.8516971, -73.9319935)",WEST 185 STREET,ST NICHOLAS AVENUE,,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3251967,PASSENGER VEHICLE,BICYCLE,,,
07/10/2015,2:45,MANHATTAN,10026,40.8031164,-73.9563196,"(40.8031164, -73.9563196)",8 AVENUE,WEST 114 STREET,,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3255962,PASSENGER VEHICLE,BICYCLE,,,
07/10/2015,23:05,MANHATTAN,10016,40.7494844,-73.9753821,"(40.7494844, -73.9753821)",EAST 40 STREET,3 AVENUE,,1,0,0,0,1,0,0,0,Other Vehicular,Unspecified,,,,3268177,SPORT UTILITY / STATION WAGON,BICYCLE,,,
07/10/2015,23:05,MANHATTAN,10016,40.7494844,-73.9753821,"(40.7494844, -73.9753821)",EAST 40 STREET,3 AVENUE,,1,0,0,0,1,0,0,0,Other Vehicular,Unspecified,,,,3268174,UNKNOWN,BICYCLE,,,
07/10/2015,21:50,MANHATTAN,10009,40.7266659,-73.9830898,"(40.7266659, -73.9830898)",AVENUE A,SAINT MARKS PLACE,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3255857,PASSENGER VEHICLE,BICYCLE,,,
07/11/2015,7:50,MANHATTAN,10027,40.8107645,-73.9525902,"(40.8107645, -73.9525902)",SAINT NICHOLAS AVENUE,WEST 125 STREET,,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3257807,PASSENGER VEHICLE,BICYCLE,,,
07/11/2015,22:45,MANHATTAN,10036,40.7628071,-73.9931557,"(40.7628071, -73.9931557)",WEST 47 STREET,10 AVENUE,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Driver Inexperience,,,,3256456,TAXI,BICYCLE,,,
07/11/2015,17:20,MANHATTAN,10002,40.7187947,-73.9890116,"(40.7187947, -73.9890116)",DELANCEY STREET,LUDLOW STREET,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3256421,PASSENGER VEHICLE,BICYCLE,,,
07/11/2015,16:10,MANHATTAN,10035,40.8012913,-73.9438957,"(40.8012913, -73.9438957)",EAST 118 STREET,MADISON AVENUE,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3255954,PASSENGER VEHICLE,BICYCLE,,,
07/11/2015,12:10,MANHATTAN,10017,40.7528149,-73.9813723,"(40.7528149, -73.9813723)",5 AVENUE,EAST 41 STREET,,1,0,0,0,1,0,0,0,Illness,Passenger Distraction,,,,3255903,OTHER,BICYCLE,,,
07/12/2015,23:00,MANHATTAN,10040,40.8646639,-73.928889,"(40.8646639, -73.928889)",BROADWAY,ARDEN STREET,,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3259886,PASSENGER VEHICLE,BICYCLE,,,
07/12/2015,21:47,MANHATTAN,10033,40.8530633,-73.9309944,"(40.8530633, -73.9309944)",WEST 187 STREET,ST NICHOLAS AVENUE,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3259881,PASSENGER VEHICLE,BICYCLE,,,
07/12/2015,18:15,MANHATTAN,10022,40.7548762,-73.9685222,"(40.7548762, -73.9685222)",EAST 50 STREET,2 AVENUE,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3257005,TAXI,BICYCLE,,,
07/12/2015,10:50,MANHATTAN,10065,40.7608574,-73.9610689,"(40.7608574, -73.9610689)",1 AVENUE,EAST 61 STREET,,1,0,0,0,1,0,0,0,Passenger Distraction,Unspecified,,,,3256460,TAXI,BICYCLE,,,
07/13/2015,8:30,MANHATTAN,10017,40.7566073,-73.976502,"(40.7566073, -73.976502)",MADISON AVENUE,EAST 48 STREET,,1,0,0,0,1,0,0,0,Oversized Vehicle,Passenger Distraction,,,,3257758,SMALL COM VEH(4 TIRES),BICYCLE,,,
07/13/2015,8:00,MANHATTAN,10035,40.8043758,-73.9374202,"(40.8043758, -73.9374202)",EAST 125 STREET,LEXINGTON AVENUE,,1,0,0,0,1,0,0,0,Passenger Distraction,Physical Disability,,,,3257083,PICK-UP TRUCK,BICYCLE,,,
07/13/2015,20:06,MANHATTAN,10013,40.7189132,-73.9992352,"(40.7189132, -73.9992352)",CENTRE STREET,HOWARD STREET,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3257679,TAXI,BICYCLE,,,
07/13/2015,19:45,MANHATTAN,10017,40.7521394,-73.97977,"(40.7521394, -73.97977)",MADISON AVENUE,EAST 41 STREET,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3257723,PASSENGER VEHICLE,BICYCLE,,,
07/14/2015,8:50,MANHATTAN,10025,40.7916628,-73.9646839,"(40.7916628, -73.9646839)",CENTRAL PARK WEST,WEST 96 STREET,,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,3257797,TAXI,BICYCLE,,,
07/14/2015,23:40,MANHATTAN,10002,40.7171939,-73.9841023,"(40.7171939, -73.9841023)",DELANCEY STREET,RIDGE STREET,,1,0,0,0,1,0,0,0,Traffic Control Disregarded,Unspecified,,,,3258477,PASSENGER VEHICLE,BICYCLE,,,
07/14/2015,22:30,MANHATTAN,10025,40.7916628,-73.9646839,"(40.7916628, -73.9646839)",CENTRAL PARK WEST,WEST 96 STREET,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3258571,SPORT UTILITY / STATION WAGON,BICYCLE,,,
07/14/2015,19:54,MANHATTAN,10038,40.7134676,-73.9985824,"(40.7134676, -73.9985824)",CHATHAM SQUARE,PARK ROW,,1,0,0,0,1,0,0,0,Lost Consciousness,Unspecified,,,,3258471,BUS,BICYCLE,,,
07/15/2015,9:00,MANHATTAN,10024,40.7833397,-73.9707584,"(40.7833397, -73.9707584)",CENTRAL PARK WEST,WEST 83 STREET,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3258562,PASSENGER VEHICLE,BICYCLE,,,
07/15/2015,20:45,MANHATTAN,10018,40.7535538,-73.9850428,"(40.7535538, -73.9850428)",AVENUE OF THE AMERICAS,WEST 40 STREET,,1,0,0,0,1,0,0,0,Illness,Unspecified,,,,3259126,OTHER,BICYCLE,,,
07/15/2015,20:35,MANHATTAN,10025,40.7923625,-73.9641744,"(40.7923625, -73.9641744)",CENTRAL PARK WEST,WEST 97 STREET,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3258577,VAN,BICYCLE,,,
07/15/2015,20:00,MANHATTAN,10065,40.7637343,-73.9620635,"(40.7637343, -73.9620635)",2 AVENUE,EAST 64 STREET,,1,0,0,0,1,0,0,0,Passenger Distraction,Unspecified,,,,3259173,TAXI,BICYCLE,,,
07/15/2015,1:00,MANHATTAN,10019,40.7662862,-73.9818487,"(40.7662862, -73.9818487)",WEST 57 STREET,BROADWAY,,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3259158,PASSENGER VEHICLE,BICYCLE,,,
07/15/2015,16:57,MANHATTAN,10024,40.7881996,-73.9783579,"(40.7881996, -73.9783579)",WEST END AVENUE,WEST 85 STREET,,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3259823,LIVERY VEHICLE,BICYCLE,,,
07/15/2015,14:24,MANHATTAN,10001,40.7449469,-73.9913242,"(40.7449469, -73.9913242)",6 AVENUE,WEST 26 STREET,,1,0,0,0,1,0,0,0,Illness,Passenger Distraction,,,,3258499,UNKNOWN,BICYCLE,,,
07/15/2015,11:10,MANHATTAN,10003,40.734034,-73.9950494,"(40.734034, -73.9950494)",WEST 11 STREET,5 AVENUE,,1,0,0,0,1,0,0,0,Other Vehicular,Unspecified,,,,3259088,PASSENGER VEHICLE,BICYCLE,,,
07/16/2015,18:50,MANHATTAN,10016,40.7440076,-73.9856946,"(40.7440076, -73.9856946)",EAST 28 STREET,MADISON AVENUE,,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3260374,UNKNOWN,BICYCLE,,,
07/16/2015,16:40,MANHATTAN,10003,40.7327574,-73.9900269,"(40.7327574, -73.9900269)",EAST 12 STREET,4 AVENUE,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,,,,,3260911,TAXI,BICYCLE,,,
07/16/2015,13:00,MANHATTAN,10016,40.7440076,-73.9856946,"(40.7440076, -73.9856946)",EAST 28 STREET,MADISON AVENUE,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3263515,UNKNOWN,BICYCLE,,,
07/17/2015,6:00,MANHATTAN,10009,40.7224983,-73.9768929,"(40.7224983, -73.9768929)",AVENUE D,EAST 6 STREET,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3260361,TAXI,BICYCLE,,,
07/17/2015,18:15,MANHATTAN,10002,40.7192038,-73.9903644,"(40.7192038, -73.9903644)",DELANCEY STREET,ALLEN STREET,,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3260886,PASSENGER VEHICLE,BICYCLE,,,
07/17/2015,17:00,MANHATTAN,10026,40.8045253,-73.9515724,"(40.8045253, -73.9515724)",7 AVENUE,WEST 118 STREET,,1,0,0,0,1,0,0,0,Lost Consciousness,Unspecified,,,,3259855,SMALL COM VEH(4 TIRES),BICYCLE,,,
07/17/2015,12:35,MANHATTAN,10024,40.7852936,-73.9693348,"(40.7852936, -73.9693348)",CENTRAL PARK WEST,WEST 86 STREET,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3259838,PASSENGER VEHICLE,BICYCLE,,,
07/18/2015,9:45,MANHATTAN,10011,40.736669,-73.9973406,"(40.736669, -73.9973406)",WEST 13 STREET,AVENUE OF THE AMERICAS,,1,0,0,0,1,0,0,0,Passenger Distraction,Unspecified,,,,3260899,VAN,BICYCLE,,,
07/18/2015,8:00,MANHATTAN,10017,40.750766,-73.9744433,"(40.750766, -73.9744433)",EAST 42 STREET,3 AVENUE,,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Passenger Distraction,,,,3260966,TAXI,BICYCLE,,,
07/18/2015,22:45,MANHATTAN,10001,40.7484685,-73.9924606,"(40.7484685, -73.9924606)",7 AVENUE,WEST 30 STREET,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,,,,,3260947,BICYCLE,TAXI,,,
07/18/2015,19:20,MANHATTAN,10002,40.716436,-73.9815845,"(40.716436, -73.9815845)",DELANCEY STREET,SHERIFF STREET,,1,0,0,0,1,0,0,0,Passenger Distraction,Unspecified,,,,3260910,PASSENGER VEHICLE,BICYCLE,,,
07/18/2015,0:20,MANHATTAN,10040,40.8565035,-73.9327621,"(40.8565035, -73.9327621)",BROADWAY,WEST 190 STREET,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3261013,PASSENGER VEHICLE,BICYCLE,,,
07/19/2015,17:00,MANHATTAN,10029,40.7948616,-73.9464798,"(40.7948616, -73.9464798)",EAST 109 STREET,PARK AVENUE,,1,0,0,0,1,0,0,0,Physical Disability,Unspecified,,,,3261535,PASSENGER VEHICLE,BICYCLE,,,
07/19/2015,12:50,MANHATTAN,10029,40.7922448,-73.9441814,"(40.7922448, -73.9441814)",3 AVENUE,EAST 107 STREET,,2,0,0,0,1,0,1,0,Unspecified,Unspecified,,,,3260399,LIVERY VEHICLE,BICYCLE,,,
07/19/2015,11:05,MANHATTAN,10023,40.7747353,-73.9881756,"(40.7747353, -73.9881756)",WEST 64 STREET,WEST END AVENUE,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3260394,PASSENGER VEHICLE,BICYCLE,,,
07/20/2015,8:30,MANHATTAN,10019,40.763645,-73.9776872,"(40.763645, -73.9776872)",6 AVENUE,WEST 56 STREET,,1,0,0,0,1,0,0,0,Illness,Passenger Distraction,,,,3262187,PICK-UP TRUCK,BICYCLE,,,
07/20/2015,7:15,MANHATTAN,10010,40.7415488,-73.9895745,"(40.7415488, -73.9895745)",5 AVENUE,WEST 23 STREET,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3265424,VAN,BICYCLE,,,
06/07/2015,15:14,MANHATTAN,10027,40.8064131,-73.9501947,"(40.8064131, -73.9501947)",WEST 121 STREET,7 AVENUE,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3235837,TAXI,BICYCLE,,,
06/07/2015,14:20,MANHATTAN,10002,40.7229337,-73.9886394,"(40.7229337, -73.9886394)",ALLEN STREET,EAST HOUSTON STREET,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3235734,PASSENGER VEHICLE,BICYCLE,,,
06/07/2015,12:19,MANHATTAN,10023,40.7754808,-73.9802034,"(40.7754808, -73.9802034)",COLUMBUS AVENUE,WEST 69 STREET,,1,0,0,0,1,0,0,0,Lost Consciousness,Lost Consciousness,,,,3235809,PICK-UP TRUCK,BICYCLE,,,
06/08/2015,19:15,MANHATTAN,10002,40.7236503,-73.991024,"(40.7236503, -73.991024)",EAST HOUSTON STREET,CHRYSTIE STREET,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3236400,SPORT UTILITY / STATION WAGON,BICYCLE,,,
06/08/2015,15:45,MANHATTAN,10002,40.7150376,-73.9968076,"(40.7150376, -73.9968076)",BOWERY,BAYARD STREET,,1,0,0,0,1,0,0,0,Unspecified,,,,,3235729,SPORT UTILITY / STATION WAGON,,,,
06/08/2015,14:56,MANHATTAN,10030,40.820966,-73.9395652,"(40.820966, -73.9395652)",WEST 144 STREET,7 AVENUE,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3237251,PICK-UP TRUCK,BICYCLE,,,
06/08/2015,11:30,MANHATTAN,10010,40.7415488,-73.9895745,"(40.7415488, -73.9895745)",WEST 23 STREET,5 AVENUE,,1,0,0,0,1,0,0,0,Lost Consciousness,Unspecified,,,,3235751,LIVERY VEHICLE,BICYCLE,,,
06/09/2015,11:00,MANHATTAN,10033,40.8487357,-73.9323363,"(40.8487357, -73.9323363)",WEST 181 STREET,AUDUBON AVENUE,,1,0,0,0,1,0,0,0,Passenger Distraction,Passenger Distraction,,,,3237266,SPORT UTILITY / STATION WAGON,BICYCLE,,,
06/10/2015,8:50,MANHATTAN,10026,40.8039585,-73.9482713,"(40.8039585, -73.9482713)",WEST 119 STREET,LENOX AVENUE,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3237245,PASSENGER VEHICLE,BICYCLE,,,
